,dur,staA_id,staA_name,staB_id,staB_name,veh_id,passen_type,passen_gender,travel_date,travel_id,veh_count
5134,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5358,1,Male,11/11/2019,12457,23
5135,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),23,The Embarcadero at Steuart St,2900,3,Female,12/25/2021,21512,30
5136,5 minutes,81,Berry St at 4th St,104,4th St at 16th St,5559,1,Female,6/11/2020,9081,37
5137,13 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2833,2,Male,2/23/2017,3640,35
5138,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),8,The Embarcadero at Vallejo St,2714,2,Male,6/19/2018,8113,10
5139,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,4553,1,Male,8/16/2018,9000,37
5140,9 minutes,16,Steuart St at Market St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),3105,2,Male,8/13/2021,23936,7
5141,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),19,Post St at Kearny St,3243,2,Male,9/21/2019,24936,19
5142,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1809,2,Female,4/27/2020,4379,14
5143,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1650,2,Male,8/11/2021,937,37
5144,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),25,Howard St at 2nd St,2722,1,Male,3/28/2019,2727,3
5145,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,1003,1,Female,12/25/2019,15189,39
5146,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),2727,1,Male,5/5/2020,13937,30
5147,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,624,2,Male,12/12/2018,15950,5
5148,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1842,2,Male,8/17/2017,22931,5
5149,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),345,Hubbell St at 16th St,5202,1,Other,1/26/2017,22428,26
5150,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1834,2,Male,3/21/2019,22076,3
5151,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),3453,2,Female,9/5/2017,15445,28
5152,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,481,2,Male,9/22/2021,15111,3
5153,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,3639,2,Male,5/6/2020,7336,7
5154,9 minutes,5,Powell St BART Station (Market St at 5th St),93,4th St at Mission Bay Blvd S,1888,1,Male,2/21/2020,14629,4
5155,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),1712,2,Male,2/11/2021,13147,31
5156,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),1751,1,Male,7/9/2021,19444,7
5157,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),363,Salesforce Transit Center (Natoma St at 2nd St),2413,1,Male,9/28/2021,24899,21
5158,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),1600,2,Male,10/1/2021,7028,36
5159,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,1651,2,Male,2/22/2021,10705,8
5160,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,1506,3,Male,8/3/2019,15826,8
5161,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),3474,2,Male,6/13/2017,4905,37
5162,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2395,3,Male,11/14/2019,3053,11
5163,10 minutes,22,Howard St at Beale St,93,4th St at Mission Bay Blvd S,4639,2,Male,11/13/2021,197,7
5164,5 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,209,2,Female,5/2/2018,20167,16
5165,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5369,1,Male,6/17/2018,3266,29
5166,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),104,4th St at 16th St,5489,2,Male,8/27/2019,6162,4
5167,9 minutes,81,Berry St at 4th St,11,Davis St at Jackson St,4730,1,Male,1/19/2021,25520,34
5168,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4973,3,Female,11/18/2019,8140,0
5169,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5460,1,Female,9/21/2017,21688,38
5170,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),16,Steuart St at Market St,5425,3,Male,6/12/2019,2690,23
5171,3 minutes,81,Berry St at 4th St,50,2nd St at Townsend St,2039,2,Male,8/22/2019,8216,27
5172,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,4798,2,Male,9/23/2018,3823,22
5173,8 minutes,22,Howard St at Beale St,6,The Embarcadero at Sansome St,572,3,Male,7/12/2017,5840,39
5174,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,1544,2,Male,1/24/2020,15803,0
5175,7 minutes,81,Berry St at 4th St,19,Post St at Kearny St,4941,1,Male,5/16/2021,4842,33
5176,7 minutes,3,Powell St BART Station (Market St at 4th St),41,Golden Gate Ave at Polk St,5329,3,Male,11/3/2019,560,22
5177,6 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,518,2,Other,1/13/2019,17176,3
5178,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,4326,2,Female,1/18/2019,22035,19
5179,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,1515,1,Male,2/12/2021,25318,29
5180,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,2191,2,Male,9/15/2020,767,9
5181,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5436,2,Male,4/13/2021,1474,24
5182,8 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5062,2,Male,12/28/2018,7098,30
5183,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),50,2nd St at Townsend St,3004,3,Male,7/15/2021,14452,39
5184,9 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,3066,3,Male,4/26/2021,19600,9
5185,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,593,1,Male,11/3/2019,15737,28
5186,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,2165,2,Male,4/17/2019,23859,36
5187,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),5274,2,Male,4/1/2018,18622,39
5188,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4908,3,Male,10/9/2019,2252,1
5189,1 minutes,21,Montgomery St BART Station (Market St at 2nd St),363,Salesforce Transit Center (Natoma St at 2nd St),4442,2,Male,7/26/2021,968,39
5190,18 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),104,4th St at 16th St,1249,2,Female,4/23/2020,16257,23
5191,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,5152,2,Male,7/10/2017,21883,36
5192,5 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5465,1,Male,4/14/2018,3144,29
5193,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4936,3,Male,12/11/2019,11962,22
5194,17 minutes,21,Montgomery St BART Station (Market St at 2nd St),52,McAllister St at Baker St,5546,2,Female,12/17/2020,10363,2
5195,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),16,Steuart St at Market St,1116,3,Male,12/25/2020,10264,17
5196,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,2790,2,Male,4/9/2020,10326,18
5197,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),14,Clay St at Battery St,1244,2,Male,2/6/2017,1431,10
5198,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),77,11th St at Natoma St,5267,3,Male,6/10/2017,20680,7
5199,15 minutes,16,Steuart St at Market St,126,Esprit Park,5380,2,Female,9/10/2020,8444,39
5200,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),9,Broadway at Battery St,5522,2,Male,10/27/2020,6603,6
5201,5 minutes,16,Steuart St at Market St,6,The Embarcadero at Sansome St,5373,2,Female,1/2/2019,14411,39
5202,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,4986,3,Female,11/11/2020,20350,16
5203,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),5120,2,Female,4/9/2021,10467,1
5204,4 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),25,Howard St at 2nd St,4608,3,Male,5/8/2019,9017,9
5205,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,4533,2,Male,6/14/2020,1937,28
5206,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),4959,1,Male,1/28/2019,9904,16
5207,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),5157,2,Male,7/1/2021,8873,24
5208,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),1497,2,Male,2/27/2021,865,37
5209,16 minutes,22,Howard St at Beale St,383,Golden Gate Ave at Franklin St,3345,2,Female,6/26/2018,5951,32
5210,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),962,2,Male,7/2/2019,16256,11
5211,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4908,2,Male,3/18/2019,3081,6
5212,8 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4774,3,Male,8/13/2019,8883,32
5213,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,2933,2,Male,1/27/2019,6324,21
5214,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),102,Irwin St at 8th St,2702,2,Male,6/5/2018,1452,17
5215,8 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),343,Bryant St at 2nd St,4337,1,Male,3/2/2020,11759,21
5216,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),11,Davis St at Jackson St,4951,2,Male,9/23/2019,20251,23
5217,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),100,Bryant St at 15th St,4946,2,Male,7/13/2018,22937,6
5218,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4940,2,Female,4/5/2018,10350,1
5219,8 minutes,81,Berry St at 4th St,23,The Embarcadero at Steuart St,1301,1,Male,4/23/2021,4252,21
5220,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),36,Folsom St at 3rd St,3673,2,Male,9/16/2021,13279,27
5221,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),37,2nd St at Folsom St,5497,2,Male,11/19/2017,8352,33
5222,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),88,11th St at Bryant St,4604,1,Male,11/15/2018,22799,25
5223,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),26,1st St at Folsom St,5577,2,Male,4/7/2020,16168,35
5224,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),78,Folsom St at 9th St,4719,2,Male,9/27/2020,2457,28
5225,6 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4939,3,Male,7/25/2021,22230,15
5226,7 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),5253,2,Male,1/17/2018,19568,5
5227,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4608,1,Male,8/26/2019,2819,28
5228,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),90,Townsend St at 7th St,4978,3,Female,2/7/2021,2619,27
5229,4 minutes,16,Steuart St at Market St,28,The Embarcadero at Bryant St,5325,2,Male,10/3/2020,22495,22
5230,11 minutes,16,Steuart St at Market St,80,Townsend St at 5th St,4988,2,Male,1/15/2021,21487,31
5231,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,5558,2,Male,11/25/2018,18779,1
5232,5 minutes,81,Berry St at 4th St,27,Beale St at Harrison St,4848,3,Male,2/23/2018,11182,13
5233,20 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5202,3,Male,4/13/2018,18367,33
5234,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2933,2,Male,12/2/2021,9742,26
5235,7 minutes,22,Howard St at Beale St,13,Commercial St at Montgomery St,1090,3,Male,11/5/2018,1502,31
5236,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),42,San Francisco City Hall (Polk St at Grove St),4438,3,Female,1/2/2018,15314,39
5237,13 minutes,81,Berry St at 4th St,324,Union Square (Powell St at Post St),2947,2,Male,3/3/2017,10110,5
5238,4 minutes,22,Howard St at Beale St,16,Steuart St at Market St,5373,3,Female,12/5/2018,18191,35
5239,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,2981,1,Male,5/26/2020,12350,7
5240,4 minutes,22,Howard St at Beale St,50,2nd St at Townsend St,5410,2,Male,11/21/2018,19906,12
5241,3 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4557,2,Male,9/17/2017,6556,29
5242,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,1832,2,Male,4/26/2018,2098,9
5243,15 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),364,China Basin St at 3rd St,1931,2,Female,10/4/2019,8880,8
5244,2 minutes,81,Berry St at 4th St,91,Berry St at King St,4750,2,Female,10/22/2020,1834,28
5245,8 minutes,22,Howard St at Beale St,8,The Embarcadero at Vallejo St,611,2,Male,11/1/2017,9935,17
5246,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,5560,2,Female,12/15/2017,4982,1
5247,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5142,3,Male,2/15/2020,366,19
5248,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),61,Howard St at 8th St,833,3,Male,4/11/2020,14275,28
5249,11 minutes,16,Steuart St at Market St,104,4th St at 16th St,5235,3,Female,1/5/2021,23794,29
5250,13 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,4318,2,Male,1/27/2017,1356,20
5251,13 minutes,22,Howard St at Beale St,102,Irwin St at 8th St,817,2,Male,1/4/2018,18834,33
5252,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2266,2,Female,1/8/2018,19369,24
5253,5 minutes,5,Powell St BART Station (Market St at 5th St),80,Townsend St at 5th St,3067,3,Male,2/3/2019,14775,2
5254,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),4557,3,Male,3/4/2021,6603,33
5255,2 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),20,Mechanics Monument Plaza (Market St at Bush St),3258,3,Male,9/18/2021,8968,24
5256,9 minutes,22,Howard St at Beale St,9,Broadway at Battery St,5426,2,Male,5/21/2021,24581,25
5257,9 minutes,81,Berry St at 4th St,130,22nd St Caltrain Station,5359,1,Male,12/10/2021,5122,1
5258,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),1832,2,Female,9/17/2021,16688,36
5259,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,2559,2,Male,11/28/2021,21725,23
5260,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),19,Post St at Kearny St,2403,3,Male,10/25/2019,12320,29
5261,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,2366,3,Male,3/26/2021,25739,24
5262,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,3405,1,Male,5/16/2020,19226,8
5263,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2778,2,Male,12/16/2017,2467,15
5264,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),26,1st St at Folsom St,5468,2,Female,5/5/2018,24434,1
5265,5 minutes,5,Powell St BART Station (Market St at 5th St),47,4th St at Harrison St,1184,1,Male,11/3/2021,23064,36
5266,8 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3474,2,Male,9/12/2020,19970,2
5267,7 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),24,Spear St at Folsom St,2630,2,Male,4/10/2017,9799,22
5268,7 minutes,30,San Francisco Caltrain (Townsend St at 4th St),27,Beale St at Harrison St,5529,2,Female,4/23/2020,13944,27
5269,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),63,Bryant St at 6th St,1281,3,Male,8/11/2019,459,9
5270,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),89,Division St at Potrero Ave,3616,1,Male,10/6/2017,9195,9
5271,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),23,The Embarcadero at Steuart St,5218,2,Male,10/1/2017,23718,14
5272,8 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),1544,3,Male,6/25/2018,22789,10
5273,6 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),89,Division St at Potrero Ave,4432,3,Female,10/25/2020,19660,29
5274,5 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4395,2,Other,5/28/2019,1301,32
5275,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),343,Bryant St at 2nd St,4741,3,Male,3/1/2019,15932,37
5276,15 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),14,Clay St at Battery St,4610,3,Male,3/26/2018,744,8
5277,14 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),2619,1,Male,10/19/2021,16687,12
5278,13 minutes,81,Berry St at 4th St,14,Clay St at Battery St,696,2,Male,4/5/2018,6246,20
5279,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),50,2nd St at Townsend St,4318,1,Male,7/24/2019,127,22
5280,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5339,2,Male,2/16/2019,22477,13
5281,3 minutes,22,Howard St at Beale St,14,Clay St at Battery St,4658,1,Male,6/3/2017,4971,6
5282,12 minutes,30,San Francisco Caltrain (Townsend St at 4th St),41,Golden Gate Ave at Polk St,5281,2,Male,4/14/2018,20438,14
5283,11 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),20,Mechanics Monument Plaza (Market St at Bush St),2889,1,Male,1/10/2019,10116,26
